rank,symbol,name,exch_name,sector,industry,country,mcap_eur_m,price,currency,overall,fund_score,ai_score,pillar_quality,pillar_growth,pillar_balance,pillar_valuation,pe_ttm,pe_fwd,ev_ebitda,ev_rev,pb,ps,earnings_yield,fwd_earnings_yield,fcf_yield,div_yield,payout,analyst_upside,n_analysts,rec_key,roe,roa,gm,om,nm,rev_growth,eps_growth,nd_ebitda,net_cash_eur_m,debt_equity,current_ratio,rev_eur_m,employees,rev_emp_keur,insider_pct,beta,w52_change,adv_eur_k,coverage,ai_base,ai_note,dup_class
788,PHM,"PulteGroup, Inc.",USA,Consumer Cyclical,Residential Construction,United States,20983.23341,126.08,USD,53.5,59.3,42.7,62.3,13.5,81.6,75.2,12.19342,11.3672,8.378,1.466,1.85674,1.42719,0.08201,0.08797,0.06176,0.0082,0.0928,0.10858,13.0,buy,0.16178,0.0996,0.261,0.13135,0.1214,-0.124,-0.304,0.21925,-563.85988,0.18942,7.139,14702.5151,6506,2259.83939,0.00657,1.186,0.16042,199759.82419,1.0,52,"Construction — planning automation, execution stays physical",False
789,TURA.ST,Tura Group AB,Stockholm,Industrials,Industrial Distribution,Sweden,20.34774,4.56,SEK,53.5,53.6,53.3,27.7,86.1,49.2,64.5,19.82609,,9.263,0.353,0.81882,0.21822,0.05044,,,0.0219,0.4348,,,none,,,0.20164,0.01601,0.01122,0.288,,3.53736,-12.57098,0.53041,1.821,93.24586,110,847.68962,0.87,0.294,-0.088,1.02254,0.67,64,"Distribution — pricing, inventory and sales automation",False
790,CHOSA.ST,CHOSA Oncology AB,Stockholm,Healthcare,Biotechnology,Sweden,6.73743,0.846,SEK,53.5,46.9,65.7,29.6,,92.1,44.5,,,-7.006,9.01,3.46721,16.13472,-0.0,,-0.1094,,0.0,,,none,-0.34065,-0.2265,1.0,-979.5,-1.23117,,,,0.51093,,3.278,0.41757,2,208.78671,0.13288,,0.39835,3.67445,0.67,60,"Biotech — discovery upside, binary science risk dominates",False
791,COIN,"Coinbase Global, Inc.",USA,Financial Services,Financial Data & Stock Exchanges,United States,36166.77257,157.12,USD,53.4,40.5,77.4,48.6,5.8,72.5,38.3,57.7647,33.10926,38.826,6.192,3.07013,6.5853,0.01731,0.0302,0.05816,,0.0,0.41316,30.0,buy,0.06686,0.01926,0.85475,-0.07097,0.12736,-0.308,,-2.46754,2161.16559,0.59081,2.141,5492.04761,4951,1109.28047,0.01337,3.351,-0.62014,1209645.88699,0.92,88,Financial data — the product is information processing,False
792,CTVA,"Corteva, Inc.",USA,Basic Materials,Agricultural Inputs,United States,51013.58344,87.3,USD,53.4,56.1,48.3,59.2,54.9,70.1,46.4,47.18919,21.17781,14.494,3.355,2.40106,3.2639,0.02119,0.04722,0.04412,0.0082,0.3838,0.03322,20.0,buy,0.05137,0.04327,0.48561,0.2369,0.06496,0.11,0.121,0.33567,-1214.44304,0.1364,1.467,15629.61925,21500,726.95903,0.00126,0.558,0.19589,291147.97279,1.0,52,Agri inputs — precision-ag data services,False
793,J,Jacobs Solutions Inc.,USA,Industrials,Engineering & Construction,United States,13592.28745,131.75,USD,53.4,48.8,62.0,41.1,85.1,34.6,40.7,38.86431,15.99016,18.277,1.422,4.729,1.18085,0.02573,0.06254,0.03294,0.0109,0.3894,0.1871,15.0,buy,0.09381,0.04355,0.2342,-0.00936,0.02896,0.27,,3.10837,-2783.76049,1.38776,1.434,11510.62571,47000,244.90693,0.0053,0.672,-0.03965,148559.55673,0.92,66,"Engineering — design, tendering and site planning automate",False
794,UPS,"United Parcel Service, Inc.",USA,Industrials,Integrated Freight & Logistics,United States,87424.8189,117.72,USD,53.4,49.3,60.9,59.6,21.4,34.5,63.2,19.04854,14.68853,10.39,1.392,6.15916,1.133,0.0525,0.06808,0.04623,0.0557,1.0615,-0.02572,26.0,buy,0.33353,0.07194,0.2245,0.0633,0.05943,-0.016,-0.272,1.93172,-19972.78236,1.81508,1.213,77162.56665,460000,167.74471,0.00017,1.03,0.19029,571502.91997,1.0,62,"Logistics — routing, pricing and warehouse automation",False
795,HKFOODS.HE,HKFoods Oyj,Helsinki,Consumer Defensive,Packaged Foods,Finland,160.13885,1.692,EUR,53.4,53.9,52.5,44.3,44.3,36.0,80.6,16.92,9.4,6.117,0.335,1.0438,0.15931,0.0591,0.10638,0.18749,,0.0,0.00473,1.0,none,0.07806,0.04114,0.31257,0.02227,0.00119,0.038,,2.79492,-154.0,1.00458,1.203,1005.2,3000,335.06667,0.55544,0.725,0.16289,88.58635,0.92,55,Consumer staples — demand forecasting and trade-spend optimisation,False
796,BA,The Boeing Company,USA,Industrials,Aerospace & Defense,United States,147410.97515,214.03,USD,53.3,49.1,61.0,41.3,72.0,21.0,57.0,84.59684,52.34031,-60.805,2.15,28.19523,1.83026,0.01182,0.01911,0.01514,,0.0,0.26186,26.0,buy,1.69947,-0.02069,0.04825,0.01715,0.0246,0.14,,,-25718.23417,8.28696,1.176,80541.16537,182000,442.53388,0.00052,1.205,-0.06668,1186829.66076,0.83,72,Defence — autonomy and sensor fusion are budget priorities,False
797,UNP,Union Pacific Corporation,USA,Industrials,Railroads,United States,156525.94704,301.75,USD,53.3,54.4,51.3,83.3,39.7,26.9,44.3,24.81497,21.75614,16.655,8.487,9.22557,7.25316,0.0403,0.04596,0.02252,0.0183,0.451,0.01629,24.0,buy,0.40686,0.09138,0.56526,0.40357,0.29202,0.032,0.062,2.42094,-26621.64016,1.62246,0.916,21580.39085,28647,753.32115,0.00071,0.965,0.33606,776203.25634,1.0,55,Rail — network optimisation on a fixed asset base,False
798,SKA-B.ST,Skanska AB (publ),Stockholm,Industrials,Engineering & Construction,Sweden,9574.361,255.1,SEK,53.3,52.4,55.0,39.5,59.1,68.8,54.7,15.9737,15.13049,12.119,0.606,1.8127,0.6066,0.0626,0.06609,0.01691,0.0333,0.5319,0.09663,8.0,buy,0.11123,0.02616,0.08881,0.04942,0.03807,0.041,0.524,-0.04194,33.08326,0.25461,1.47,15783.76783,25865,610.23653,0.15485,,0.12677,18522.76718,1.0,66,"Engineering — design, tendering and site planning automate",False
799,VBG-B.ST,VBG Group AB (publ),Stockholm,Consumer Cyclical,Auto Parts,Sweden,729.76131,322.0,SEK,53.3,51.3,57.1,52.7,40.9,66.7,48.8,19.61023,12.57812,11.859,1.629,1.94021,1.454,0.05099,0.0795,-0.00394,0.0225,0.4418,0.35093,1.0,strong_buy,0.1022,0.05399,0.30666,0.09153,0.07411,0.087,-0.105,1.26079,-86.89552,0.47385,2.995,501.89985,2190,229.17802,0.21641,,0.11419,630.67437,1.0,58,"Auto supply — factory automation, EV/AI transition risk",False
800,FLMNG.ST,Fleming Properties AB,Stockholm,Real Estate,Real Estate Services,Sweden,32.03451,5.4,SEK,53.3,61.0,38.9,66.5,52.8,19.2,80.9,12.27273,,,20.89834,0.5218,4.11437,0.08148,,0.06319,0.0599,0.7505,,,none,0.04467,0.02664,0.78551,0.5866,0.34986,-0.054,1.016,,-41.134,0.84795,0.209,7.786,1,7786.0,0.55548,0.151,-0.11475,6.27622,0.83,40,Real estate — asset returns dominate; admin automation marginal,False
801,ILKKA.HE,Ilkka Oyj 2,Helsinki,Communication Services,Publishing,Finland,106.18932,3.98,EUR,53.3,42.6,73.3,27.1,26.4,86.0,49.8,20.94737,18.09091,22.087,2.355,0.52904,2.82531,0.04774,0.05528,0.04806,0.0628,1.1579,0.00503,1.0,none,0.02657,0.00136,0.27516,-0.11553,0.32877,-0.023,,-3.04291,12.196,0.0591,2.103,37.585,326,115.29141,0.44723,0.421,0.1952,81.04076,0.92,76,Publishing — content production economics shift with AI,False
802,QIIWI.ST,Qiiwi Games AB (publ),Stockholm,Communication Services,Electronic Gaming & Multimedia,Sweden,1.82763,2.18,SEK,53.3,36.9,83.8,31.8,4.6,92.1,36.9,,,-2.058,0.546,1.33333,1.50241,-0.29817,,-0.0723,,0.0,,,none,-0.33033,-0.19097,0.83451,-0.26551,-0.44609,-0.378,,,1.1638,,11.733,1.21646,6,202.74412,0.49348,0.89,-0.41867,2.74397,0.75,85,Gaming — content pipelines and live-ops are AI-automatable,False
803,ALFA.ST,Alfa Laval AB (publ),Stockholm,Industrials,Specialty Industrial Machinery,Sweden,20964.54121,559.6,SEK,53.2,49.5,60.1,66.3,26.2,58.7,40.9,28.33417,25.50592,18.03,3.554,4.94403,3.34593,0.03529,0.03921,0.02103,0.0161,0.4297,0.01659,17.0,buy,0.18301,0.07738,0.36625,0.17093,0.11833,-0.033,-0.046,1.0248,-1265.86293,0.40204,1.381,6265.68642,24399,256.80095,0.29624,0.786,0.32859,28882.71597,1.0,62,Machinery — predictive maintenance and embedded software,False
804,SCST.ST,Scandi Standard AB (publ),Stockholm,Consumer Defensive,Packaged Foods,Sweden,828.18617,140.0,SEK,53.2,52.6,54.2,56.4,57.6,37.6,52.4,21.05263,25.97403,9.772,0.8,3.22172,0.62712,0.0475,0.0385,0.00522,0.0236,0.4361,-0.02321,4.0,hold,0.15928,0.0516,0.4022,0.04847,0.02986,0.048,0.401,2.10981,-228.13812,0.9294,1.066,1320.60885,4283,308.33735,0.52432,,0.49413,720.60828,1.0,55,Consumer staples — demand forecasting and trade-spend optimisation,False
805,BUSER.ST,Bambuser AB (publ),Stockholm,Technology,Software - Application,Sweden,14.88833,20.4,SEK,53.2,33.0,90.8,27.7,11.5,79.8,30.1,,-44.34782,-0.367,0.487,1.52558,1.97677,-0.78676,-0.02255,-0.2646,,0.0,,,none,-0.74535,-0.35946,0.85177,-1.53043,-1.36036,-0.149,,,9.34804,,2.571,7.53164,53,142.10641,0.37933,1.789,-0.08356,12.7195,0.75,92,Software economics — AI compounds both the product and dev productivity,False
806,AXON,"Axon Enterprise, Inc.",USA,Industrials,Aerospace & Defense,United States,35934.95672,510.28,USD,53.1,46.1,66.0,45.1,85.3,45.5,21.4,204.112,48.26105,410.583,14.157,11.63349,13.78686,0.0049,0.02072,0.00152,,0.0,0.29513,19.0,buy,0.06765,0.00084,0.59463,0.03748,0.06905,0.337,0.898,10.72696,-964.02842,0.52074,2.271,2606.46374,5100,511.07132,0.04145,1.378,-0.32103,511759.00403,1.0,72,Defence — autonomy and sensor fusion are budget priorities,False
807,LIN,Linde plc,USA,Basic Materials,Specialty Chemicals,United Kingdom,207316.66847,513.22,USD,53.1,53.4,52.5,73.6,52.1,40.1,37.3,34.0106,26.16325,19.227,7.54,6.15608,6.84709,0.0294,0.03822,0.01978,0.0125,0.4045,0.06894,25.0,buy,0.18229,0.07237,0.48766,0.28471,0.20436,0.082,0.134,1.64518,-19534.18573,0.65642,0.828,30278.07309,65034,465.57298,0.00247,0.723,0.09096,1010514.08016,1.0,55,Chemicals — formulation R&D and process control,False
808,NP3.ST,NP3 Fastigheter AB (publ),Stockholm,Real Estate,Real Estate Services,Sweden,1469.2477,263.0,SEK,53.1,60.6,39.2,76.8,71.6,11.8,58.9,11.50985,19.5539,18.617,13.405,1.43186,6.79376,0.08688,0.05114,0.0462,0.0243,0.2407,0.11298,7.0,buy,0.14529,0.03816,0.75943,0.74879,0.6404,0.101,0.815,9.156,-1425.74996,1.41516,0.474,216.26441,78,2772.62066,0.57146,1.623,-0.0223,1076.93075,1.0,40,Real estate — asset returns dominate; admin automation marginal,False
809,HTRO.ST,Hexatronic Group AB (publ),Stockholm,Technology,Communication Equipment,Sweden,911.17231,45.4,SEK,53.1,45.3,67.6,40.5,76.6,48.7,28.4,238.94737,13.51191,24.06,1.567,2.59621,1.30981,0.00419,0.07401,0.01766,,0.0,-0.03084,3.0,buy,0.01062,0.01632,0.38007,0.09087,0.00599,0.178,0.617,3.892,-176.38331,0.59406,2.082,695.65356,2106,330.31983,0.09923,1.285,1.25198,6129.24412,1.0,74,"Network equipment — AI traffic drives demand, ops automate",False
810,BERG-B.ST,Bergman & Beving AB (publ),Stockholm,Industrials,Conglomerates,Sweden,681.5367,281.5,SEK,53.1,50.9,57.1,54.4,37.2,50.6,56.0,32.88551,24.77993,16.496,1.717,3.72793,1.49667,0.03041,0.04036,0.11328,0.0149,0.4678,0.25577,4.0,strong_buy,0.11652,0.03387,0.50378,0.05987,0.04558,0.016,,2.09178,-99.15895,0.71895,1.706,455.36985,1347,338.06225,0.19848,0.738,-0.04576,419.97445,0.92,58,Conglomerate — mixed exposure,False
811,C100.ST,C100 AB (publ),Stockholm,Technology,Information Technology Services,Sweden,191.42936,3.84,SEK,53.1,40.9,75.7,31.5,0.2,92.1,53.3,,,-1.623,-144818.8,52.60274,-27076924.0,-0.03646,,,,0.0,,,none,-0.34962,-0.24762,0.0,86185.73,0.0,,-0.988,,0.12064,,3.192,-1e-05,,,0.01819,-1.478,-0.71419,26.27768,0.67,90,IT services — delivery is labor-hours that AI directly automates,False
812,SEDANA.ST,Sedana Medical AB (publ),Stockholm,Healthcare,Medical Devices,Sweden,77.79277,8.64,SEK,53.1,44.0,70.0,36.7,19.2,90.0,46.2,,-50.82353,-28.625,4.175,0.95586,4.37552,-0.04167,-0.01968,-0.06183,,0.0,1.08333,1.0,buy,-0.04313,-0.02104,0.71284,-0.09891,-0.20148,-0.071,,,6.62734,0.00842,2.885,17.77909,116,153.26803,0.24686,0.778,-0.37391,69.47294,0.83,66,Devices — embedded intelligence differentiates hardware,False
813,FERRO.ST,Ferroamp AB (publ),Stockholm,Industrials,Electrical Equipment & Parts,Sweden,28.36069,2.9,SEK,53.1,50.4,58.2,21.8,92.2,75.9,43.0,,290.00003,-23.455,2.788,1.57438,2.50082,-0.04828,0.00345,-0.1597,,0.0,,,none,-0.11196,-0.03782,0.29594,-0.24004,-0.16156,0.535,,,-3.25792,0.1863,2.162,11.34056,47,241.28847,0.73773,0.592,1.52174,59.06171,0.83,60,"Electrical — electrification tailwind, moderate AI angle",False
814,BINERO.ST,Binero Group AB (publ),Stockholm,Technology,Software - Infrastructure,Sweden,22.78249,1.8,SEK,53.1,39.3,78.7,21.1,81.0,18.5,43.3,,6.0,-16.344,0.686,1.9088,0.47481,-0.16667,0.16667,-0.05074,,0.0,0.94444,1.0,none,-0.28473,-0.04267,0.17309,0.01578,-0.06925,0.212,,,-10.38722,1.05986,0.513,47.98197,143,335.53825,0.66395,,-0.25,1.83789,0.83,92,Software economics — AI compounds both the product and dev productivity,False
815,PEXA-B.ST,PExA AB,Stockholm,Healthcare,Medical Devices,Sweden,6.41338,0.57,SEK,53.1,43.5,71.0,29.2,,77.3,43.4,,,-14.043,13.184,7.30769,13.9359,-0.05263,,-0.10054,,0.0,,,none,-0.63106,-0.32021,0.86444,-0.5228,-0.97515,,,,0.34603,,2.414,0.46021,3,153.40178,0.20672,1.304,1.14286,49.27429,0.67,66,Devices — embedded intelligence differentiates hardware,False
816,CVNA,Carvana Co.,USA,Consumer Cyclical,Auto & Truck Dealerships,United States,64532.28348,67.34,USD,53.0,54.5,50.3,65.4,68.0,58.2,31.0,39.15116,34.20271,22.146,2.303,12.94253,3.2795,0.02554,0.02924,0.00266,,0.0,0.36479,21.0,buy,0.60172,0.1143,0.20131,0.09033,0.06398,0.52,0.119,1.16097,-2375.59042,1.21351,4.087,19677.47141,23100,851.83859,0.02046,3.462,-0.01527,647774.02425,1.0,60,Consumer Cyclical sector default,False
817,NUE,Nucor Corporation,USA,Basic Materials,Steel,United States,47080.0109,236.61,USD,53.0,60.5,39.0,52.5,88.0,72.0,45.9,23.47321,13.59102,12.035,1.745,2.51181,1.57745,0.0426,0.07358,-0.00713,0.0095,0.2202,0.12897,16.0,buy,0.12285,0.06146,0.14063,0.11826,0.06824,0.213,3.821,0.93722,-4056.58905,0.31595,2.901,29845.59376,33000,904.41193,0.02083,1.922,0.66451,332690.6159,1.0,46,Steel — process and energy optimisation,False
818,RTX,RTX Corporation,USA,Industrials,Aerospace & Defense,United States,227683.33907,193.51,USD,53.0,48.1,62.2,50.9,60.7,43.1,38.9,36.37406,25.50312,19.293,3.258,3.93177,2.88357,0.02749,0.03921,0.02776,0.0151,0.5103,0.11293,22.0,buy,0.11571,0.04051,0.20213,0.13182,0.08029,0.087,0.325,2.10424,-28060.62299,0.57229,1.024,78958.88988,180000,438.6605,0.00083,0.298,0.27679,933611.46127,1.0,72,Defence — autonomy and sensor fusion are budget priorities,False
819,DEVP-B.ST,DevPort AB (publ),Stockholm,Technology,Software - Application,Sweden,10.73257,11.75,SEK,53.0,37.1,82.5,18.9,6.6,69.1,62.7,,,-8.479,0.243,1.0357,0.3055,-0.09362,,0.0737,0.0851,5.1724,,,none,-0.08676,-0.02874,0.03649,-0.02181,-0.02852,-0.271,,,2.20914,0.18343,1.604,35.13091,230,152.7431,0.31072,0.446,-0.38482,7.77881,0.83,92,Software economics — AI compounds both the product and dev productivity,False
820,COO,"The Cooper Companies, Inc.",USA,Healthcare,Medical Instruments & Supplies,United States,12219.25889,71.71,USD,52.9,45.4,66.9,44.1,57.0,49.4,37.3,60.77119,14.33094,18.698,3.917,1.69639,3.30552,0.01646,0.06978,0.03034,,0.0,0.1392,13.0,buy,0.02853,0.02519,0.6555,-0.02866,0.05573,0.079,,2.91945,-2260.96087,0.33093,1.274,3696.62486,15000,246.44166,0.00613,0.84,0.00547,182133.41988,0.92,66,Instruments — software layer increasingly the differentiator,False
821,FLEX,Flex Ltd.,USA,Technology,Electronic Components,United States,38173.66147,119.25,USD,52.9,46.7,64.3,48.6,63.3,49.1,32.3,51.40086,17.22243,22.217,1.64,8.47729,1.56523,0.01945,0.05806,0.01922,,0.0,0.36268,10.0,strong_buy,0.17347,0.04655,0.09407,0.05684,0.03153,0.169,0.171,1.00777,-1813.80125,0.868,1.359,24388.46284,149686,162.93082,0.00624,1.626,1.23776,733697.85626,1.0,68,Components — factory automation and quality inspection,False
822,HD,"The Home Depot, Inc.",USA,Consumer Cyclical,Home Improvement Retail,United States,295217.06468,338.87,USD,52.9,50.7,56.9,71.5,37.8,25.4,47.7,24.10171,21.05796,16.036,2.401,24.35111,2.02827,0.04149,0.04749,0.02997,0.0275,0.6555,0.09288,32.0,none,1.2838,0.12519,0.33127,0.11926,0.08411,0.048,-0.043,2.49058,-54282.98202,4.59356,1.045,145551.4382,470000,309.68391,0.00064,0.951,-0.06914,1428038.82862,1.0,60,Consumer Cyclical sector default,False
823,HON,Honeywell International Inc.,USA,Industrials,Conglomerates,United States,62288.0962,225.02,USD,52.9,51.5,55.5,67.4,25.0,30.2,61.2,17.98721,23.02179,11.463,2.595,5.24596,1.89305,0.0556,0.04344,0.04119,0.0423,0.7412,0.09435,16.0,buy,0.24264,0.05953,0.36925,0.21,0.1089,0.024,-0.419,2.97455,-22157.90763,2.57387,1.385,32903.54318,101000,325.77766,0.00048,0.93,-0.03221,926619.93935,1.0,58,Conglomerate — mixed exposure,False
824,MLM,"Martin Marietta Materials, Inc.",USA,Basic Materials,Building Materials,United States,29514.65755,562.59,USD,52.9,56.2,46.7,53.0,87.3,56.8,39.0,35.20589,24.47479,18.577,6.173,2.99081,5.31988,0.0284,0.04086,0.02492,0.0059,0.2056,0.20978,23.0,buy,0.0947,0.04775,0.29748,0.12702,0.39906,0.172,12.208,2.56635,-4731.08564,0.5035,2.279,5547.99527,9600,577.91617,0.00807,1.101,-0.00119,278893.45997,1.0,52,Materials — logistics and process automation,False
825,OXY,Occidental Petroleum Corporation,USA,Energy,Oil & Gas E&P,United States,47674.01732,54.86,USD,52.9,57.1,45.1,57.8,55.6,54.7,58.4,74.13513,14.22961,7.045,3.612,1.77443,2.58372,0.01349,0.07028,0.05559,0.019,1.3243,0.17612,23.0,buy,0.04053,0.02497,0.69757,0.17725,0.22421,-0.083,3.156,1.18223,-11183.36055,0.41989,1.21,18451.67134,10412,1772.15437,0.26937,0.15,0.27581,523046.21082,1.0,48,Oil & gas — commodity price dominates; ops optimisation real but capped,False
826,ACAST.ST,Acast AB (publ),Stockholm,Communication Services,Entertainment,Sweden,616.88421,37.3,SEK,52.9,47.2,63.4,35.7,80.1,82.7,20.9,,-207.22221,87.732,2.411,5.63444,2.59131,-0.00054,-0.00483,-0.00075,,0.0,0.13494,3.0,buy,-0.00233,0.01924,0.39216,0.00722,-0.00105,0.205,,-6.54217,42.80867,0.10698,1.772,238.0591,455,523.20681,0.27663,0.411,1.1686,1178.2602,0.92,72,Entertainment — content pipeline productivity,False
827,CDON.ST,CDON AB,Stockholm,Consumer Cyclical,Internet Retail,Sweden,62.14743,59.8,SEK,52.9,41.0,75.1,35.8,41.5,61.6,36.6,,-157.36842,81.337,1.192,1.34497,1.50035,-0.09047,-0.00635,0.11367,,0.0,0.49247,2.0,strong_buy,-0.12441,-0.05088,0.83545,-0.26886,-0.14201,0.029,,-21.0,12.75289,,0.873,41.42198,74,559.75647,0.19004,0.895,-0.00333,4.21692,0.83,82,"E-commerce — recommendation, logistics and support automation",False
828,ALLEI.ST,Alleima AB (publ),Stockholm,Basic Materials,Steel,Sweden,2369.43015,104.5,SEK,52.8,56.2,46.4,46.0,64.9,83.4,48.8,28.63014,16.22671,12.4,1.42,1.54369,1.43729,0.03493,0.06163,0.02584,0.0239,0.6849,-0.19234,5.0,hold,0.05469,0.03574,0.20503,0.14604,0.05014,0.027,1.704,-0.11954,22.56909,0.06334,2.689,1648.5403,6447,255.70658,0.21165,,0.4276,4509.66851,1.0,46,Steel — process and energy optimisation,False
829,STOR-B.ST,Storskogen Group AB (publ),Stockholm,Industrials,Conglomerates,Sweden,1462.78866,9.614,SEK,52.8,52.2,53.8,42.6,22.7,53.6,82.4,16.02333,8.74,4.981,0.781,0.77451,0.48893,0.06241,0.11442,0.19908,0.0114,0.1667,0.51168,3.0,none,0.05605,0.06019,0.11267,0.05171,0.03075,-0.011,-0.243,1.84958,-868.23008,0.51411,1.512,2991.80901,10407,287.48045,0.0833,1.081,-0.2084,2203.24689,1.0,58,Conglomerate — mixed exposure,False
830,NORB-B.ST,Nordisk Bergteknik AB (publ),Stockholm,Industrials,Engineering & Construction,Sweden,58.10535,11.2,SEK,52.8,48.3,61.1,36.5,41.0,31.4,75.4,22.85714,7.04403,6.677,0.593,0.51338,0.17992,0.04375,0.14196,0.17752,,0.0,0.11607,1.0,hold,0.02224,0.02361,0.2847,0.04142,0.00777,0.135,-0.424,4.64927,-133.24825,1.21302,1.405,322.94642,1080,299.02446,0.36296,,-0.05882,28.72282,1.0,66,"Engineering — design, tendering and site planning automate",False
831,NEXAM.ST,Nexam Chemical Holding AB (publ),Stockholm,Basic Materials,Specialty Chemicals,Sweden,31.35846,3.37,SEK,52.8,51.5,55.3,32.0,64.5,85.4,48.6,,37.44444,-399.875,1.761,1.62175,1.79653,-0.04748,0.02671,-0.0415,,0.0,0.03858,2.0,strong_buy,-0.08005,-0.03397,0.47458,0.00228,-0.08036,0.106,,,0.62332,0.0764,2.921,17.45506,58,300.94929,0.27433,0.541,-0.07418,24.91398,0.83,55,Chemicals — formulation R&D and process control,False
832,SAVOX.HE,Savox Communications Oyj,Helsinki,Technology,Communication Equipment,Finland,,10.74,EUR,52.8,41.4,74.0,44.9,57.6,23.3,35.7,27.53846,,23.397,3.538,0.05201,,0.03631,,,,0.0,,,none,,,0.61136,-0.0818,0.12196,0.081,,4.73342,-40.679,3.94429,1.295,56.837,297,191.37037,0.69046,,-0.02541,315.26196,0.67,74,"Network equipment — AI traffic drives demand, ops automate",False
833,FRAMERY.HE,Framery Group Oyj,Helsinki,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Finland,564.96435,7.138,EUR,52.7,52.5,53.1,68.3,34.3,49.0,47.9,26.43704,13.30054,14.081,2.836,10.13921,2.5444,0.03783,0.07518,,0.0322,0.0,0.3169,3.0,none,,,0.51151,0.22486,0.09504,-0.001,0.056,1.44807,-64.762,1.55382,2.313,222.042,494,449.47773,0.24759,,-0.19798,341.15357,0.75,55,Furnishings — design tools and logistics,False
834,PION-B.ST,PION Group AB (publ),Stockholm,Industrials,Staffing & Employment Services,Sweden,24.54027,5.62,SEK,52.7,38.6,79.0,30.5,32.0,54.6,44.5,35.125,,37.318,0.205,1.98516,0.19167,0.02847,,0.0802,,0.0,,,none,0.0707,0.0083,0.05161,0.01953,0.00651,-0.002,,2.39722,-1.68588,0.19839,1.239,128.03515,2183,58.65101,0.54538,0.844,0.04074,7.1763,0.92,85,Staffing — matching and admin are directly AI-automatable,False
835,GGEO.ST,Guideline Geo AB (publ),Stockholm,Industrials,Specialty Industrial Machinery,Sweden,9.58683,9.7,SEK,52.7,46.3,64.6,40.3,32.6,94.8,38.3,35.92592,,12.515,0.402,0.78289,0.50764,0.02784,,-0.03253,,0.0,,,none,0.02336,0.01323,0.62841,-0.02815,0.015,0.0,,-3.27362,1.98771,0.01249,3.383,18.88507,89,212.19179,0.41965,0.182,-0.0396,4.3573,0.92,62,Machinery — predictive maintenance and embedded software,False
836,SOLIDX.ST,SolidX AB (publ),Stockholm,Technology,Information Technology Services,Sweden,7.36424,2.26,SEK,52.7,36.8,82.1,32.4,11.2,59.3,47.8,,,10.668,0.606,2.48079,0.59016,-0.00442,,0.04154,,0.0,,,none,0.04299,0.02462,0.11754,0.01583,0.01052,-0.153,,0.17512,-0.12418,0.3722,1.128,12.47835,102,122.33676,0.75426,0.503,0.01802,1.30445,0.92,90,IT services — delivery is labor-hours that AI directly automates,False
837,SPRING.HE,Springvest Oyj,Helsinki,Financial Services,Asset Management,Finland,41.11433,7.3,EUR,52.7,42.3,71.9,54.9,7.1,91.9,26.3,45.625,38.42106,32.253,6.656,1.80738,7.02341,0.02192,0.02603,-0.00262,0.0685,2.1875,0.26027,1.0,none,0.04201,0.02646,0.52152,0.20454,0.15952,-0.298,-0.493,-1.41508,1.70939,,3.266,5.8539,13,450.3,0.66378,0.452,0.04885,25.2945,0.92,80,Asset management — research and back-office automation,False
838,ARFA.ST,Arctic Falls AB (publ),Stockholm,,,Sweden,,64.8,SEK,52.7,52.6,53.0,69.7,27.0,43.3,54.3,,,10.574,4.549,3.80259,,,,,,,0.85185,1.0,none,,,0.42753,0.42193,0.21748,-0.001,-0.118,1.98129,-12.23734,0.99518,1.411,14.35794,64,224.34275,0.5038,,-0.28791,27.77531,0.67,50,No sector data — neutral,False
